alpha_mmd_loss,angular_mmd_loss,dmet_loss,epoch,grad_cos/alpha_mmd__rest,grad_cos/alpha_mmd__total,grad_cos/angular_mmd__rest,grad_cos/angular_mmd__total,grad_cos/dmet__rest,grad_cos/dmet__total,grad_cos/higgs_mass__rest,grad_cos/higgs_mass__total,grad_cos/huber__rest,grad_cos/huber__total,grad_cos/mass_mmd__rest,grad_cos/mass_mmd__total,grad_cos/w_mass_huber__rest,grad_cos/w_mass_huber__total,higgs_mass_loss,huber_loss,loss,loss_weight/alpha_mmd,loss_weight/angular_mmd,loss_weight/dmet,loss_weight/higgs_mass,loss_weight/huber,loss_weight/mass_mmd,loss_weight/w_mass_huber,mass_mmd_loss,step,test_alpha_mmd_loss,test_angular_mmd_loss,test_dmet_loss,test_higgs_mass_loss,test_huber_loss,test_loss,test_mass_mmd_loss,test_w_mass_huber_loss,val_alpha_mmd_loss,val_angular_mmd_loss,val_dmet_loss,val_higgs_mass_loss,val_huber_loss,val_loss,val_mass_mmd_loss,val_w_mass_huber_loss,w_mass_huber_loss
0.020119251683354378,0.002564626047387719,0.32534584403038025,25,-0.21108697354793549,-0.20430198311805725,0.13554544746875763,0.21608957648277283,0.13445007801055908,0.13694480061531067,-0.14437180757522583,0.9966453313827515,-0.4759789705276489,-0.4343389868736267,0.22663649916648865,0.2325601875782013,-0.21228638291358948,-0.21062543988227844,0.16243216395378113,0.13441172242164612,27.837804794311523,,,,,,,,0.032897356897592545,65883,,,,,,,,,,,,,,,,,0.0637829378247261
,,,26,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,68417,,,,,,,,,,,,,,,,,
,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,68417,,,,,,,,,0.020292041823267937,0.0026135684456676245,0.32802051305770874,0.10691819339990616,0.1333017200231552,25.033363342285156,0.0310590211302042,0.06229791417717934,
0.02055116556584835,0.002557790372520685,0.3259127140045166,26,0.08608320355415344,0.1308533251285553,0.2457437515258789,0.37048783898353577,0.20479823648929596,0.20775622129440308,0.23460204899311066,0.9890238046646118,0.0015791170299053192,0.05430847406387329,-0.11613383889198303,-0.09395868331193924,-0.07508254051208496,-0.07143703103065491,0.16098499298095703,0.13416388630867004,27.727294921875,,,,,,,,0.03230256214737892,68417,,,,,,,,,,,,,,,,,0.06434392184019089
,,,27,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,70951,,,,,,,,,,,,,,,,,
,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,70951,,,,,,,,,0.019926583394408226,0.002626019297167659,0.32767581939697266,0.10140935331583023,0.13312308490276337,24.753019332885742,0.030129723250865936,0.06306758522987366,
0.01961222104728222,0.0025586853735148907,0.32585039734840393,27,0.5076044797897339,0.5172288417816162,0.5758707523345947,0.6978520750999451,0.011914602480828762,0.014862164855003357,0.49121689796447754,0.9849398136138916,-0.3186562955379486,-0.26748043298721313,-0.05542084202170372,-0.04736653342843056,-0.16667409241199493,-0.16497717797756195,0.1587899774312973,0.1338403970003128,27.573795318603516,,,,,,,,0.032076191157102585,70951,,,,,,,,,,,,,,,,,0.06360923498868942
,,,28,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,73485,,,,,,,,,,,,,,,,,
,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,73485,,,,,,,,,0.021591614931821823,0.0026099151000380516,0.32973381876945496,0.12249275296926498,0.13310270011425018,25.814712524414062,0.03221100568771362,0.0636705681681633,
0.019825739786028862,0.002560727298259735,0.3271694779396057,28,0.3859160542488098,0.3973390758037567,-0.010473033413290977,0.14723271131515503,0.46614351868629456,0.46903195977211,0.030912332236766815,0.9855225682258606,-0.023617206141352654,0.042630113661289215,0.05170082300901413,0.06435856223106384,0.013126470148563385,0.016257591545581818,0.16044040024280548,0.13378866016864777,27.651094436645508,,,,,,,,0.03134063631296158,73485,,,,,,,,,,,,,,,,,0.06317318975925446
,,,29,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,76019,,,,,,,,,,,,,,,,,
,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,76019,,,,,,,,,0.02142082154750824,0.002637364435940981,0.32777732610702515,0.1259107142686844,0.13272126019001007,25.985715866088867,0.031011901795864105,0.06366240978240967,
0.019731512293219566,0.002553893020376563,0.326412171125412,29,-0.20874758064746857,-0.19103185832500458,0.08066463470458984,0.3189227879047394,-0.21548187732696533,-0.2102794647216797,0.005309440195560455,0.9641750454902649,-0.10336865484714508,-0.028881892561912537,-0.0006719008088111877,0.019881080836057663,0.2711472809314728,0.27413105964660645,0.15740743279457092,0.13373501598834991,27.48337745666504,,,,,,,,0.0318051353096962,76019,,,,,,,,,,,,,,,,,0.06335821747779846
,,,30,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,78553,,,,,,,,,,,,,,,,,
,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,78553,,,,,,,,,0.019233042374253273,0.0026340819895267487,0.33185091614723206,0.14963330328464508,0.13390779495239258,27.283329010009766,0.03227175772190094,0.06493815779685974,
0.019665388390421867,0.0025577223859727383,0.3261946439743042,30,0.2314101755619049,0.24066650867462158,-0.0021304823458194733,0.06334484368562698,0.3475457429885864,0.34983694553375244,0.33988243341445923,0.9950907826423645,0.4617631435394287,0.5158466100692749,0.054851971566677094,0.06196855008602142,0.563071072101593,0.564809262752533,0.154804989695549,0.1335199475288391,27.34254264831543,,,,,,,,0.0322415828704834,78553,,,,,,,,,,,,,,,,,0.06321446597576141
,,,31,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,81087,,,,,,,,,,,,,,,,,
,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,81087,,,,,,,,,0.015952741727232933,0.002591797849163413,0.32470187544822693,0.11697792261838913,0.13320086896419525,25.427583694458008,0.029974929988384247,0.06433506309986115,
0.01956336200237274,0.002564436523243785,0.32579442858695984,31,-0.09870879352092743,-0.08902304619550705,-0.00459720753133297,0.32733991742134094,-0.2406514585018158,-0.23743586242198944,-0.02422790229320526,0.9451779127120972,-0.26086118817329407,-0.2189406305551529,0.3537645936012268,0.35891127586364746,-0.04244813323020935,-0.04029369354248047,0.15070024132728577,0.13334229588508606,27.134889602661133,,,,,,,,0.03256472572684288,81087,,,,,,,,,,,,,,,,,0.06343068182468414
,,,32,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,83621,,,,,,,,,,,,,,,,,
,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,83621,,,,,,,,,0.020081453025341034,0.0026049059815704823,0.3269452452659607,0.11271895468235016,0.13286906480789185,25.254732131958008,0.030355364084243774,0.06363897770643234,
0.018686814233660698,0.002549972152337432,0.3259309232234955,32,-0.38290026783943176,-0.370017409324646,-0.02672704868018627,0.18888327479362488,-0.0020781531929969788,0.0014174394309520721,-0.0643044263124466,0.9807400107383728,-0.18656067550182343,-0.11778904497623444,-0.10444806516170502,-0.09272705018520355,0.1069660484790802,0.1089668869972229,0.15175308287143707,0.1330605149269104,27.106088638305664,,,,,,,,0.031045768409967422,83621,,,,,,,,,,,,,,,,,0.06312619894742966
,,,33,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,86155,,,,,,,,,,,,,,,,,
,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,86155,,,,,,,,,0.020561764016747475,0.002622582484036684,0.3251585066318512,0.12079882621765137,0.1334349662065506,25.756175994873047,0.03054310753941536,0.06438732892274857,
0.0189720056951046,0.002557918429374695,0.3261359930038452,33,-0.01945030502974987,-0.006890907883644104,0.2823958694934845,0.4468212127685547,-0.2508884370326996,-0.2490704357624054,0.1772306263446808,0.9818068146705627,-0.23428380489349365,-0.17816174030303955,-0.14250826835632324,-0.13218241930007935,0.05858227610588074,0.06037949025630951,0.15050186216831207,0.13313423097133636,27.074432373046875,,,,,,,,0.031501978635787964,86155,,,,,,,,,,,,,,,,,0.06304337829351425
,,,34,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,88689,,,,,,,,,,,,,,,,,
,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,88689,,,,,,,,,0.016718458384275436,0.002599102444946766,0.32930341362953186,0.1440897136926651,0.1327766627073288,26.75363540649414,0.028172073885798454,0.06520671397447586,
0.019189059734344482,0.0025592290330678225,0.325918585062027,34,0.1741148680448532,0.18222998082637787,-0.0015294556505978107,0.12812310457229614,0.47722238302230835,0.48134762048721313,0.27944114804267883,0.9927231669425964,0.5451313853263855,0.5790748000144958,-0.08494167029857635,-0.07556246221065521,0.5050169229507446,0.5065175890922546,0.14762617647647858,0.1330890953540802,26.931100845336914,,,,,,,,0.03148302435874939,88689,,,,,,,,,,,,,,,,,0.06342385709285736
,,,35,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,91223,,,,,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,91223,,,,,,,,,0.01933741755783558,0.0026178418193012476,0.3272079825401306,0.14644847810268402,0.1327897310256958,26.938993453979492,0.028894439339637756,0.06438176333904266,
0.018844902515411377,0.0025519002228975296,0.3255471885204315,35,-0.2971060574054718,-0.2861548066139221,0.13156896829605103,0.24210131168365479,0.40280914306640625,0.40643227100372314,0.08412499725818634,0.9926938414573669,0.1887725591659546,0.227666974067688,-0.552619218826294,-0.5386449098587036,0.3231065571308136,0.3240545392036438,0.14614760875701904,0.13279911875724792,26.806293487548828,,,,,,,,0.03126666694879532,91223,,,,,,,,,,,,,,,,,0.062884621322155
,,,36,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,93757,,,,,,,,,,,,,,,,,
,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,93757,,,,,,,,,0.01982809044420719,0.002630927599966526,0.32698264718055725,0.11736857891082764,0.13247282803058624,25.51097297668457,0.03187781199812889,0.06292542070150375,
0.0181278083473444,0.002553035272285342,0.3254709541797638,36,0.07586058974266052,0.10654076933860779,-0.3718535900115967,-0.07064515352249146,0.12207192182540894,0.12832970917224884,-0.2527789771556854,0.9517320990562439,0.3139983117580414,0.39650586247444153,-0.038930583745241165,-0.027671966701745987,0.12381316721439362,0.1274111121892929,0.1441679745912552,0.13275516033172607,26.69428062438965,,,,,,,,0.030968287959694862,93757,,,,,,,,,,,,,,,,,0.06254585087299347
,,,37,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,96291,,,,,,,,,,,,,,,,,
,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,96291,,,,,,,,,0.01935366354882717,0.002658855402842164,0.32993537187576294,0.10258250683546066,0.13146060705184937,24.687042236328125,0.028059598058462143,0.06255178153514862,
0.018354451283812523,0.0025523307267576456,0.32650840282440186,37,0.2592873275279999,0.2717733681201935,-0.010732686147093773,0.11844397336244583,-0.09373354911804199,-0.09021834284067154,-0.12018708884716034,0.9919153451919556,-0.35195934772491455,-0.29467904567718506,0.10375344753265381,0.11976113170385361,-0.2549569308757782,-0.25281834602355957,0.14416572451591492,0.13248789310455322,26.665447235107422,,,,,,,,0.030600255355238914,96291,,,,,,,,,,,,,,,,,0.06221417710185051
,,,38,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,98825,,,,,,,,,,,,,,,,,
,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,98825,,,,,,,,,0.01585053652524948,0.0025939461775124073,0.32707712054252625,0.1061774268746376,0.13223738968372345,24.77297019958496,0.027829451486468315,0.06252405047416687,
0.018756240606307983,0.002555475104600191,0.32625147700309753,38,-0.19129209220409393,-0.17865194380283356,-0.14777708053588867,0.10557354241609573,-0.14060935378074646,-0.1380474865436554,-0.21277974545955658,0.969907283782959,-0.41649341583251953,-0.3752981722354889,0.3378758430480957,0.3442387282848358,-0.19169211387634277,-0.18996304273605347,0.14557671546936035,0.13262632489204407,26.76178550720215,,,,,,,,0.030654199421405792,98825,,,,,,,,,,,,,,,,,0.062937431037426
,,,39,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,101359,,,,,,,,,,,,,,,,,
,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,101359,,,,,,,,,0.019724026322364807,0.0026240835431963205,0.329325407743454,0.11899279803037643,0.1320011019706726,25.50775909423828,0.029248669743537903,0.06305994093418121,
0.01787380687892437,0.002549816621467471,0.3261236846446991,39,-0.48210275173187256,-0.47027650475502014,0.3854745328426361,0.5894503593444824,-0.012746663764119148,-0.009337387979030609,0.33332890272140503,0.9671418070793152,0.13523714244365692,0.19406463205814362,-0.27347683906555176,-0.2662721872329712,0.29835858941078186,0.3003198206424713,0.1422525942325592,0.13221672177314758,26.518848419189453,,,,,,,,0.029312919825315475,101359,,,,,,,,,,,,,,,,,0.061929523944854736
,,,40,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,103893,,,,,,,,,,,,,,,,,
,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,103893,,,,,,,,,0.019502203911542892,0.0026360799092799425,0.3281726837158203,0.1118384376168251,0.13150882720947266,25.11521339416504,0.028706040233373642,0.06295542418956757,
0.01793818548321724,0.0025465493090450764,0.3264784812927246,40,-0.08401748538017273,-0.0661437064409256,-0.30494019389152527,-0.07077924907207489,0.05966339632868767,0.0638233944773674,-0.3899955153465271,0.9706685543060303,-0.34285420179367065,-0.2703356444835663,0.013566285371780396,0.02434036135673523,-0.30997297167778015,-0.30750396847724915,0.14234605431556702,0.13231082260608673,26.52948760986328,,,,,,,,0.02952439896762371,103893,,,,,,,,,,,,,,,,,0.061818674206733704
,,,41,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,106427,,,,,,,,,,,,,,,,,
,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,106427,,,,,,,,,0.0172833614051342,0.002660111989825964,0.32727357745170593,0.11047571897506714,0.13185787200927734,25.089088439941406,0.02701609954237938,0.06270518153905869,
0.017952462658286095,0.0025597442872822285,0.32660606503486633,41,-0.8994489908218384,-0.896882176399231,0.7361165881156921,0.8771219849586487,0.5616190433502197,0.5624178647994995,0.7188894748687744,0.9658471941947937,0.44979625940322876,0.474278062582016,0.494875431060791,0.5012211799621582,0.8834091424942017,0.8839210271835327,0.14010082185268402,0.13203001022338867,26.420616149902344,,,,,,,,0.02996145375072956,106427,,,,,,,,,,,,,,,,,0.06200992688536644
,,,42,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,108961,,,,,,,,,,,,,,,,,
,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,108961,,,,,,,,,0.018446190282702446,0.0025867088697850704,0.3253711462020874,0.10751182585954666,0.1320982277393341,24.861770629882812,0.030256956815719604,0.06393295526504517,
0.01740434765815735,0.00255210162140429,0.3256140649318695,42,-0.36780595779418945,-0.35618534684181213,0.2603219747543335,0.41227564215660095,-0.19182473421096802,-0.18834611773490906,0.09103093296289444,0.9822145104408264,-0.2825089693069458,-0.22931987047195435,0.1833733767271042,0.19226112961769104,0.08136077970266342,0.08395936340093613,0.1364881545305252,0.13200178742408752,26.22055435180664,,,,,,,,0.030555330216884613,108961,,,,,,,,,,,,,,,,,0.0618857741355896
,,,43,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,111495,,,,,,,,,,,,,,,,,
,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,111495,,,,,,,,,0.018360061571002007,0.0026439856737852097,0.3268989026546478,0.10596846789121628,0.1317279040813446,24.836271286010742,0.027756864205002785,0.06277617812156677,
0.01691565103828907,0.002548969117924571,0.3257604241371155,43,-0.1389729529619217,-0.12196866422891617,0.027918413281440735,0.21386867761611938,0.04678092896938324,0.050696153193712234,0.002497553825378418,0.9820001125335693,-0.10025814175605774,-0.033805083483457565,0.1478363275527954,0.15593774616718292,-0.5385040640830994,-0.5373235940933228,0.1370903104543686,0.131964311003685,26.227684020996094,,,,,,,,0.02965930849313736,111495,,,,,,,,,,,,,,,,,0.062184952199459076
,,,44,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,114029,,,,,,,,,,,,,,,,,
,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,114029,,,,,,,,,0.016872508451342583,0.0026188467163592577,0.3261865973472595,0.12572850286960602,0.1320735216140747,25.792457580566406,0.027551401406526566,0.06374149769544601,
0.01703786477446556,0.0025455167051404715,0.3260372281074524,44,-0.3497246503829956,-0.34120211005210876,-0.2705259323120117,-0.06510257720947266,0.3962040841579437,0.39910489320755005,-0.2134682834148407,0.9759915471076965,0.2951514720916748,0.33589115738868713,0.24409078061580658,0.24909213185310364,0.296553373336792,0.2982368767261505,0.13564176857471466,0.1317884474992752,26.128650665283203,,,,,,,,0.029369214549660683,114029,,,,,,,,,,,,,,,,,0.061767227947711945
,,,45,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,116563,,,,,,,,,,,,,,,,,
,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,116563,,,,,,,,,0.017476951703429222,0.0025827845092862844,0.32487550377845764,0.09957696497440338,0.1314561516046524,24.36508560180664,0.02880346216261387,0.06246861070394516,
0.016645856201648712,0.0025467202067375183,0.3265105187892914,45,0.2643720507621765,0.27876269817352295,0.327750563621521,0.5968114137649536,-0.10990943014621735,-0.10497690737247467,0.32702672481536865,0.9505423903465271,-0.02251424267888069,0.034965500235557556,0.23250456154346466,0.24254362285137177,0.10354584455490112,0.10565338283777237,0.13876767456531525,0.13178880512714386,26.28689193725586,,,,,,,,0.029694706201553345,116563,,,,,,,,,,,,,,,,,0.06152662634849548
,,,46,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,119097,,,,,,,,,,,,,,,,,
,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,119097,,,,,,,,,0.01814229041337967,0.0025937610771507025,0.32843998074531555,0.11262082308530807,0.13101010024547577,25.008970260620117,0.02901184931397438,0.06260045617818832,
0.017543168738484383,0.0025499158073216677,0.32610616087913513,46,0.4367923140525818,0.44490912556648254,0.045922618359327316,0.23182529211044312,0.12486642599105835,0.1273363083600998,0.04924749583005905,0.9800443053245544,0.025815214961767197,0.06592382490634918,-0.2468763291835785,-0.24173279106616974,-0.32709479331970215,-0.3257705569267273,0.13568289577960968,0.13146452605724335,26.108081817626953,,,,,,,,0.028992928564548492,119097,,,,,,,,,,,,,,,,,0.06158452853560448
,,,47,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,121631,,,,,,,,,,,,,,,,,
,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,121631,,,,,,,,,0.015701808035373688,0.00259396992623806,0.32853075861930847,0.12260504066944122,0.1314665526151657,25.514345169067383,0.027313049882650375,0.06327050924301147,
0.017157671973109245,0.002556530060246587,0.32613685727119446,47,-0.27403271198272705,-0.26555851101875305,0.17596280574798584,0.38184165954589844,0.3059866428375244,0.30859485268592834,0.13422434031963348,0.9670471549034119,0.20038697123527527,0.2575233280658722,0.126410573720932,0.13284431397914886,0.293376088142395,0.29523760080337524,0.13340847194194794,0.13139504194259644,26.001148223876953,,,,,,,,0.029444623738527298,121631,,,,,,,,,,,,,,,,,0.06146663427352905
,,,48,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,124165,,,,,,,,,,,,,,,,,
,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,124165,,,,,,,,,0.01610732264816761,0.0025926230009645224,0.3283807933330536,0.12528574466705322,0.1313071846961975,25.635265350341797,0.027711311355233192,0.06212935224175453,
0.016949832439422607,0.0025520657654851675,0.32621926069259644,48,0.029989086091518402,0.04551248252391815,-0.18288876116275787,0.023342885076999664,-0.07516877353191376,-0.07229889929294586,-0.1516304314136505,0.9798722863197327,0.024951864033937454,0.07664553821086884,-0.029963763430714607,-0.021178847178816795,0.25598472356796265,0.25799819827079773,0.13177987933158875,0.13145102560520172,25.912221908569336,,,,,,,,0.029249729588627815,124165,,,,,,,,,,,,,,,,,0.0613350048661232
,,,49,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,126699,,,,,,,,,,,,,,,,,
,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,126699,,,,,,,,,0.01721195876598358,0.0025888679083436728,0.33080071210861206,0.08965151011943817,0.13005894422531128,23.730640411376953,0.027469389140605927,0.06071203947067261,
0.016510803252458572,0.002541651949286461,0.3271435499191284,49,-0.4030640125274658,-0.3946443498134613,0.11089356243610382,0.22086745500564575,-0.4029211401939392,-0.39990442991256714,-0.11667069047689438,0.9913874864578247,-0.38881176710128784,-0.34899476170539856,-0.14864711463451385,-0.14351831376552582,-0.39324384927749634,-0.39204227924346924,0.13193929195404053,0.1312643587589264,25.87725067138672,,,,,,,,0.029253588989377022,126699,,,,,,,,,,,,,,,,,0.06111137941479683
,,,50,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,129233,,,,,,,,,,,,,,,,,
,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,129233,,,,,,,,,0.016936637461185455,0.0025719827972352505,0.33029410243034363,0.09724259376525879,0.13077758252620697,24.14010238647461,0.027257632464170456,0.05942826718091965,
0.016394780948758125,0.0025536897592246532,0.32718515396118164,50,0.2732103765010834,0.2821556031703949,-0.3471333980560303,-0.2827133536338806,-0.0684032067656517,-0.06605377793312073,-0.46882593631744385,0.9971152544021606,-0.47587472200393677,-0.4437604546546936,0.4301058053970337,0.43499934673309326,-0.7167878150939941,-0.7161597013473511,0.13074685633182526,0.13113638758659363,25.824426651000977,,,,,,,,0.02898615039885044,129233,,,,,,,,,,,,,,,,,0.06074313819408417
,,,51,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,131767,,,,,,,,,,,,,,,,,
,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,131767,,,,,,,,,0.01836514100432396,0.0025859137531369925,0.3326420187950134,0.09439988434314728,0.13014571368694305,23.978504180908203,0.026996266096830368,0.05976416915655136,
0.016353080049157143,0.0025410938542336226,0.32720115780830383,51,0.2767051160335541,0.2914218604564667,-0.16160111129283905,0.00854884646832943,-0.27552419900894165,-0.2722512483596802,-0.1246429979801178,0.9831106662750244,-0.07049886882305145,0.0260382741689682,0.18537786602973938,0.204967200756073,-0.2719215452671051,-0.26904889941215515,0.12872593104839325,0.13110077381134033,25.68906593322754,,,,,,,,0.02857879363000393,131767,,,,,,,,,,,,,,,,,0.06019384786486626
,,,52,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,134301,,,,,,,,,,,,,,,,,
,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,134301,,,,,,,,,0.01993313990533352,0.0026241326704621315,0.33623334765434265,0.1148015633225441,0.1305343359708786,25.14887046813965,0.02826724760234356,0.06036398187279701,
0.016330992802977562,0.0025417222641408443,0.32884013652801514,52,0.05687011033296585,0.07235987484455109,0.22246870398521423,0.33364108204841614,0.5465883016586304,0.5509463548660278,0.3446195721626282,0.9908435344696045,0.34218770265579224,0.3942546844482422,-0.11477282643318176,-0.10499858856201172,0.39360469579696655,0.3951740860939026,0.13201989233493805,0.1311408132314682,25.861352920532227,,,,,,,,0.028581008315086365,134301,,,,,,,,,,,,,,,,,0.060230985283851624
,,,53,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,136835,,,,,,,,,,,,,,,,,
,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,136835,,,,,,,,,0.016339853405952454,0.0025753260124474764,0.33004069328308105,0.10773103684186935,0.13111427426338196,24.704998016357422,0.02745809592306614,0.061662305146455765,
0.01667679287493229,0.002543109003454447,0.32866019010543823,53,-0.3508395850658417,-0.3435209393501282,-0.1115822121500969,0.0017324350774288177,0.08774566650390625,0.09007098525762558,-0.18319442868232727,0.9908995628356934,-0.16026513278484344,-0.11957401037216187,0.10764322429895401,0.11353300511837006,-0.0391857735812664,-0.03757286071777344,0.12906493246555328,0.1312597393989563,25.74397850036621,,,,,,,,0.029731832444667816,136835,,,,,,,,,,,,,,,,,0.060728468000888824
,,,54,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,139369,,,,,,,,,,,,,,,,,
,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,139369,,,,,,,,,0.015050426125526428,0.0026270372327417135,0.3291512727737427,0.08702445775270462,0.13050717115402222,23.691173553466797,0.02702074684202671,0.06036043539643288,
0.01626695692539215,0.0025434561539441347,0.32702887058258057,54,-0.2579558491706848,-0.24187836050987244,-0.2798858880996704,-0.05831824988126755,-0.04208895564079285,-0.03839229792356491,-0.38928622007369995,0.9732184410095215,-0.5793871283531189,-0.5545705556869507,-0.1768728792667389,-0.16285136342048645,-0.535495400428772,-0.5344150066375732,0.12529215216636658,0.13093698024749756,25.512523651123047,,,,,,,,0.029331425204873085,139369,,,,,,,,,,,,,,,,,0.06038646399974823
,,,55,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,141903,,,,,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,141903,,,,,,,,,0.016998043283820152,0.0026409998536109924,0.3314518332481384,0.11968212574720383,0.13080564141273499,25.420896530151367,0.02849426120519638,0.061070699244737625,
0.01611638441681862,0.0025442608166486025,0.3276631236076355,55,-0.33766576647758484,-0.33362218737602234,-0.004721247591078281,0.08908221870660782,0.10665594786405563,0.10866308212280273,-0.08157236874103546,0.9946921467781067,-0.16942182183265686,-0.1382419914007187,-0.07575231790542603,-0.071213498711586,-0.02281993068754673,-0.02082892693579197,0.1270350217819214,0.1309507042169571,25.599275588989258,,,,,,,,0.029067397117614746,141903,,,,,,,,,,,,,,,,,0.06030216068029404
,,,56,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,144437,,,,,,,,,,,,,,,,,
,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,144437,,,,,,,,,0.016363846138119698,0.0025798985734581947,0.32848119735717773,0.12402261048555374,0.13083849847316742,25.501623153686523,0.02777368202805519,0.06138094514608383,
0.015513223595917225,0.0025513051077723503,0.3270752727985382,56,-0.09870873391628265,-0.08510542660951614,0.12774577736854553,0.28835761547088623,0.4753369390964508,0.4789360761642456,0.2804521918296814,0.9850262403488159,0.5002975463867188,0.539130449295044,0.11056427657604218,0.12093744426965714,0.4308990240097046,0.4328479766845703,0.12478446960449219,0.1306951940059662,25.462841033935547,,,,,,,,0.028584934771060944,144437,,,,,,,,,,,,,,,,,0.05996600538492203
,,,57,,,,,,,,,,,,,,,,,,10.0,2000.0,1.5,50.0,100.0,10.0,2.0,,146971,,,,,,,,,,,,,,,,,
,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,146971,,,,,,,,,0.015725120902061462,0.002576318336650729,0.33112797141075134,0.09764694422483444,0.13059760630130768,24.124469757080078,0.02565019205212593,0.059641335159540176,
