dinu_pt_loss,epoch,higgs_mass_loss,huber_loss,loss,neg_r2_loss,nu_mass_loss,step,val_dinu_pt_loss,val_higgs_mass_loss,val_huber_loss,val_loss,val_neg_r2_loss,val_nu_mass_loss,val_w0_mass_mae_loss,val_w1_mass_mae_loss,val_w_mass_mmd0_loss,val_w_mass_mmd1_loss,w0_mass_mae_loss,w1_mass_mae_loss,w_mass_mmd0_loss,w_mass_mmd1_loss
,0,,,,,,728,65.49784851074219,0.0,33.504600524902344,38.137996673583984,-0.6939500570297241,0.007293639704585075,33.8481559753418,31.541244506835938,0.4734688401222229,0.45321154594421387,,,,
66.06922149658203,0,0.0,33.92958450317383,40.86172866821289,-0.6886118054389954,0.005530068185180426,728,,,,,,,,,,,38.016239166259766,36.353782653808594,0.7121312618255615,0.6742953062057495
,1,,,,,,1457,65.78263092041016,1.433070182800293,32.96785354614258,37.33346939086914,-0.7001338601112366,0.009828010573983192,29.281654357910156,27.61683464050293,0.3784058094024658,0.3514116704463959,,,,
65.9001235961914,1,1.6627225875854492,33.28485870361328,38.21419143676758,-0.6950976252555847,0.00856138113886118,1457,,,,,,,,,,,31.356008529663086,29.582529067993164,0.4222022294998169,0.3973948657512665
,2,,,,,,2186,66.2190933227539,2.0047106742858887,32.59147262573242,36.83165740966797,-0.7057578563690186,0.012161756865680218,26.529865264892578,25.684795379638672,0.33329054713249207,0.314274400472641,,,,
66.32794952392578,2,2.440293550491333,32.8184814453125,37.46098327636719,-0.7007662653923035,0.011023678816854954,2186,,,,,,,,,,,27.651378631591797,26.590320587158203,0.3529769778251648,0.33150121569633484
,3,,,,,,2915,66.41663360595703,1.7113502025604248,32.4061279296875,36.31412887573242,-0.7108299732208252,0.014411036856472492,25.28297996520996,25.181873321533203,0.3118533194065094,0.2986091673374176,,,,
66.62722778320312,3,2.3693606853485107,32.5351448059082,36.850181579589844,-0.705935537815094,0.01322499755769968,2915,,,,,,,,,,,25.74090003967285,25.368330001831055,0.3192896246910095,0.3067747950553894
,4,,,,,,3644,66.38250732421875,0.6633194088935852,32.41539001464844,35.5771598815918,-0.7152321338653564,0.01660308614373207,25.454870223999023,25.940534591674805,0.2890620231628418,0.2769607603549957,,,,
66.76111602783203,4,1.4187564849853516,32.448028564453125,36.1210823059082,-0.711018979549408,0.01565624214708805,3644,,,,,,,,,,,25.1318359375,25.412635803222656,0.3017234802246094,0.29100802540779114
,5,,,,,,4373,66.17002868652344,0.3847862780094147,32.430091857910156,35.18101119995117,-0.7170236706733704,0.017035052180290222,26.376232147216797,27.233278274536133,0.26074129343032837,0.2509690523147583,,,,
66.65825653076172,5,0.4127736985683441,32.49165725708008,35.40355682373047,-0.7143152356147766,0.017061922699213028,4373,,,,,,,,,,,25.766324996948242,26.599197387695312,0.277370810508728,0.26373353600502014
,6,,,,,,5102,66.15996551513672,0.45111173391342163,32.416500091552734,35.08078384399414,-0.7174989581108093,0.016953017562627792,26.830045700073242,27.359413146972656,0.24932970106601715,0.23841539025306702,,,,
66.5204086303711,6,0.4300830364227295,32.474632263183594,35.21405029296875,-0.7154989242553711,0.017135094851255417,5102,,,,,,,,,,,26.414283752441406,27.300870895385742,0.2586350739002228,0.2462422251701355
,7,,,,,,5831,65.90262603759766,0.5831567645072937,32.37199401855469,35.054691314697266,-0.7177731990814209,0.016905449330806732,26.914438247680664,27.41248893737793,0.2433551400899887,0.23486652970314026,,,,
66.3980941772461,7,0.500861644744873,32.451416015625,35.14752197265625,-0.7158898115158081,0.017119865864515305,5831,,,,,,,,,,,26.661956787109375,27.318708419799805,0.24946707487106323,0.23966826498508453
,8,,,,,,6560,65.74564361572266,0.5440035462379456,32.36760330200195,35.002384185791016,-0.7182130217552185,0.017172906547784805,26.920429229736328,27.077577590942383,0.2393626868724823,0.233200341463089,,,,
66.11174011230469,8,0.5704832673072815,32.423072814941406,35.10891342163086,-0.7157949209213257,0.017123378813266754,6560,,,,,,,,,,,26.876127243041992,27.046005249023438,0.24350273609161377,0.23661968111991882
,9,,,,,,7289,65.36842346191406,0.6061670780181885,32.324790954589844,34.97310256958008,-0.7182589173316956,0.017201580107212067,26.970294952392578,26.546756744384766,0.23624946177005768,0.23280063271522522,,,,
