dinu_pt_loss,epoch,higgs_mass_loss,huber_loss,loss,neg_r2_loss,nu_mass_loss,step,val_dinu_pt_loss,val_higgs_mass_loss,val_huber_loss,val_loss,val_neg_r2_loss,val_nu_mass_loss,val_w0_mass_mae_loss,val_w1_mass_mae_loss,val_w_mass_mmd0_loss,val_w_mass_mmd1_loss,w0_mass_mae_loss,w1_mass_mae_loss,w_mass_mmd0_loss,w_mass_mmd1_loss
69.48350524902344,10,1.1327041387557983,32.09962844848633,35.362030029296875,-0.7202385663986206,0.02046075463294983,8018,,,,,,,,,,,30.72559356689453,29.345441818237305,0.2647739052772522,0.27443909645080566
,11,,,,,,8747,67.97640228271484,1.3306559324264526,31.953758239746094,35.281036376953125,-0.7198804616928101,0.020492924377322197,30.773916244506836,29.515914916992188,0.26195237040519714,0.27043429017066956,,,,
68.59795379638672,11,1.2145811319351196,32.01782989501953,35.306373596191406,-0.7205483913421631,0.020686227828264236,8747,,,,,,,,,,,30.893056869506836,29.565446853637695,0.26291635632514954,0.27333348989486694
,12,,,,,,9476,67.39067077636719,1.374703049659729,31.90764808654785,35.24441146850586,-0.7203682065010071,0.020713701844215393,30.76791000366211,29.535791397094727,0.2609855532646179,0.26888903975486755,,,,
67.87592315673828,12,1.3209666013717651,31.955625534057617,35.29039001464844,-0.7216182351112366,0.020875707268714905,9476,,,,,,,,,,,30.872161865234375,29.563325881958008,0.2627963721752167,0.2720615863800049
,13,,,,,,10205,66.3162841796875,1.8557063341140747,31.783401489257812,35.34830856323242,-0.7208882570266724,0.020465748384594917,30.347858428955078,29.28605079650879,0.2601476013660431,0.2672644555568695,,,,
67.10855102539062,13,1.3821927309036255,31.900209426879883,35.24964141845703,-0.7216473817825317,0.02100047841668129,10205,,,,,,,,,,,30.8145809173584,29.56781005859375,0.2613290250301361,0.2703351378440857
,14,,,,,,10934,66.15557861328125,1.5772954225540161,31.800785064697266,35.21397399902344,-0.7213245630264282,0.021084066480398178,30.43550682067871,29.323640823364258,0.2589932978153229,0.26591309905052185,,,,
66.48533630371094,14,1.462601661682129,31.846242904663086,35.22571563720703,-0.7223422527313232,0.021195100620388985,10934,,,,,,,,,,,30.72562599182129,29.538846969604492,0.26047375798225403,0.26916274428367615
,15,,,,,,11663,66.14645385742188,1.5007116794586182,31.8892765045166,35.255279541015625,-0.7213549613952637,0.021812627092003822,30.719161987304688,29.563339233398438,0.2577885389328003,0.2653433084487915,,,,
65.86231994628906,15,1.558811068534851,31.788036346435547,35.2091178894043,-0.7229421138763428,0.02133638970553875,11663,,,,,,,,,,,30.595291137695312,29.451560974121094,0.2602424919605255,0.2680956721305847
,16,,,,,,12392,62.56996536254883,1.4892512559890747,32.0679817199707,35.426876068115234,-0.7134675979614258,0.019547509029507637,28.56170082092285,27.647258758544922,0.2555212080478668,0.26733681559562683,,,,
64.7349853515625,16,1.6760380268096924,31.797719955444336,35.27146530151367,-0.7215304970741272,0.02101183868944645,12392,,,,,,,,,,,30.11625862121582,29.092073440551758,0.2593482732772827,0.267795205116272
,17,,,,,,13121,62.71631622314453,1.654705286026001,31.738489151000977,35.179779052734375,-0.7189157605171204,0.0202435702085495,28.65732192993164,27.708251953125,0.2562815546989441,0.2665119171142578,,,,
63.2149772644043,17,1.5634469985961914,31.804393768310547,35.223609924316406,-0.7202446460723877,0.020423579961061478,13121,,,,,,,,,,,29.187522888183594,28.183963775634766,0.2587386965751648,0.26876410841941833
,18,,,,,,13850,62.1743278503418,1.8407000303268433,31.602619171142578,35.136436462402344,-0.7202823162078857,0.020384550094604492,28.341110229492188,27.531024932861328,0.25650525093078613,0.26619237661361694,,,,
62.812103271484375,18,1.7103095054626465,31.694467544555664,35.18239212036133,-0.7212982773780823,0.02070007100701332,13850,,,,,,,,,,,29.05547523498535,28.053442001342773,0.2583516538143158,0.26820313930511475
,19,,,,,,14579,62.27308654785156,1.7256940603256226,31.52025604248047,35.01873016357422,-0.7227208018302917,0.021254319697618484,28.841176986694336,27.85260772705078,0.25869444012641907,0.2684365212917328,,,,
62.166385650634766,19,1.7905871868133545,31.555273056030273,35.09085464477539,-0.7229548692703247,0.020945215597748756,14579,,,,,,,,,,,28.826223373413086,27.88005828857422,0.25926706194877625,0.26879456639289856
,20,,,,,,15308,60.99688720703125,1.865903615951538,31.391130447387695,34.96707534790039,-0.7228536605834961,0.020892268046736717,28.228317260742188,27.386629104614258,0.25953754782676697,0.26906445622444153,,,,
61.81197738647461,20,1.8826745748519897,31.456899642944336,35.04643249511719,-0.7245594263076782,0.021336352452635765,15308,,,,,,,,,,,28.900794982910156,27.931299209594727,0.2599506080150604,0.26968586444854736
,21,,,,,,16037,60.67253875732422,2.3750908374786377,31.15427589416504,35.04722213745117,-0.7268655300140381,0.021406620740890503,27.83985710144043,26.98124122619629,0.26365649700164795,0.27742841839790344,,,,
60.220088958740234,21,2.0398108959198,31.324356079101562,35.03726577758789,-0.7248432040214539,0.021053843200206757,16037,,,,,,,,,,,28.19266128540039,27.197961807250977,0.2631892263889313,0.275411993265152
,22,,,,,,16766,59.17295455932617,1.8270500898361206,31.26270294189453,34.886539459228516,-0.7234137654304504,0.0209775660187006,27.643024444580078,26.62964630126953,0.2635059058666229,0.27855169773101807,,,,
59.63563537597656,22,2.0204017162323,31.270732879638672,34.99717330932617,-0.7253773808479309,0.021161725744605064,16766,,,,,,,,,,,27.98230743408203,27.02950668334961,0.2647634446620941,0.27848121523857117
,23,,,,,,17495,59.57925033569336,2.0074658393859863,31.114349365234375,34.85736846923828,-0.7268727421760559,0.02154727280139923,27.62030792236328,26.588661193847656,0.2659233808517456,0.28193819522857666,,,,
59.3062858581543,23,2.064984083175659,31.205791473388672,34.96808624267578,-0.7258641123771667,0.02121664024889469,17495,,,,,,,,,,,27.866825103759766,26.756736755371094,0.26568499207496643,0.2802753448486328
,24,,,,,,18224,59.2202033996582,2.1513831615448,31.340150833129883,35.10984802246094,-0.7204848527908325,0.020171212032437325,27.292020797729492,26.36090087890625,0.26342299580574036,0.2753778398036957,,,,
59.519840240478516,24,2.1395254135131836,31.231103897094727,35.03104019165039,-0.7257982492446899,0.021209843456745148,18224,,,,,,,,,,,27.8856258392334,26.815200805664062,0.2665500044822693,0.2794860899448395
,25,,,,,,18953,59.228885650634766,2.203101396560669,31.31173324584961,35.11948013305664,-0.72115159034729,0.020297963172197342,27.195018768310547,26.360881805419922,0.2650359272956848,0.2762012183666229,,,,
59.1218376159668,25,2.1242146492004395,31.28800392150879,35.08074188232422,-0.7233012318611145,0.02052573300898075,18953,,,,,,,,,,,27.473953247070312,26.566617965698242,0.26755622029304504,0.27856704592704773
,26,,,,,,19682,60.97196960449219,2.24436616897583,31.268442153930664,35.122772216796875,-0.7256824970245361,0.021496400237083435,27.668676376342773,27.062541961669922,0.26799505949020386,0.2784358561038971,,,,
59.98923873901367,26,2.1506574153900146,31.320537567138672,35.125518798828125,-0.7239559888839722,0.02073933184146881,19682,,,,,,,,,,,27.556489944458008,26.796676635742188,0.2686093747615814,0.2773255407810211
,27,,,,,,20411,61.504920959472656,2.47849440574646,31.39984130859375,35.3514289855957,-0.7228288054466248,0.02069988287985325,27.470317840576172,26.692777633666992,0.266142874956131,0.27631625533103943,,,,
60.593421936035156,27,2.4876208305358887,31.31679916381836,35.29078674316406,-0.7252643704414368,0.021156031638383865,20411,,,,,,,,,,,27.63206672668457,27.002885818481445,0.2687195837497711,0.27731406688690186
,28,,,,,,21140,63.40072250366211,2.5994977951049805,31.613861083984375,35.579498291015625,-0.7205895185470581,0.020395776256918907,27.879287719726562,26.972902297973633,0.2622230350971222,0.2709513008594513,,,,
62.225502014160156,28,2.5286865234375,31.45882797241211,35.444908142089844,-0.7239649891853333,0.020822707563638687,21140,,,,,,,,,,,27.743240356445312,26.943735122680664,0.2672051787376404,0.2771425247192383
,29,,,,,,21869,60.87733459472656,2.430424451828003,31.504169464111328,35.39970016479492,-0.7198320031166077,0.020391102880239487,27.40869903564453,26.409652709960938,0.2625609040260315,0.273502916097641,,,,
61.334747314453125,29,2.5433878898620605,31.498796463012695,35.467063903808594,-0.722027599811554,0.02049850858747959,21869,,,,,,,,,,,27.649198532104492,26.70172691345215,0.26532280445098877,0.2739894688129425
,30,,,,,,22598,63.03450012207031,2.5819313526153564,31.651887893676758,35.6104621887207,-0.7191916108131409,0.02003858983516693,27.88408660888672,26.712890625,0.26238709688186646,0.2711382210254669,,,,
61.9417724609375,30,2.5309336185455322,31.637271881103516,35.577613830566406,-0.719289243221283,0.01999409683048725,22598,,,,,,,,,,,27.68294334411621,26.64756965637207,0.2634624242782593,0.2715170085430145
,31,,,,,,23327,60.26740646362305,2.5058248043060303,31.384748458862305,35.338035583496094,-0.7207411527633667,0.020226145163178444,27.350297927856445,26.224925994873047,0.2639964520931244,0.27607935667037964,,,,
61.57649612426758,31,2.4523074626922607,31.5146541595459,35.4421501159668,-0.721845805644989,0.02037198655307293,23327,,,,,,,,,,,27.63608741760254,26.604692459106445,0.2653810381889343,0.27488115429878235
,32,,,,,,24056,59.2736930847168,2.4842076301574707,31.34421157836914,35.28858184814453,-0.7205425500869751,0.020147953182458878,26.968332290649414,26.080310821533203,0.2648727595806122,0.275582879781723,,,,
59.19221115112305,32,2.3416106700897217,31.31728172302246,35.220306396484375,-0.7231082320213318,0.02047881670296192,24056,,,,,,,,,,,27.057886123657227,26.118125915527344,0.2681475281715393,0.2783012092113495
,33,,,,,,24785,59.001564025878906,2.642789840698242,31.27347183227539,35.32343673706055,-0.7209970355033875,0.01986531913280487,26.785419464111328,25.846284866333008,0.2673095464706421,0.27839982509613037,,,,
58.901798248291016,33,2.5546629428863525,31.288806915283203,35.30867385864258,-0.7231100797653198,0.020301608368754387,24785,,,,,,,,,,,26.829204559326172,26.005741119384766,0.26927080750465393,0.2792387902736664
,34,,,,,,25514,58.764320373535156,2.4622466564178467,31.32572364807129,35.29156494140625,-0.7186964154243469,0.01953555829823017,26.936614990234375,26.068647384643555,0.26808157563209534,0.278858482837677,,,,
58.84667205810547,34,2.3971097469329834,31.334367752075195,35.284698486328125,-0.7207089066505432,0.019728560000658035,25514,,,,,,,,,,,26.984111785888672,26.090620040893555,0.2706598937511444,0.27969205379486084
,35,,,,,,26243,59.22473907470703,2.7916433811187744,31.329504013061523,35.45210647583008,-0.7185352444648743,0.019324354827404022,27.061988830566406,26.069616317749023,0.267325222492218,0.27803492546081543,,,,
58.84874725341797,35,2.4965131282806396,31.384414672851562,35.37744140625,-0.7187926769256592,0.019400283694267273,26243,,,,,,,,,,,27.137786865234375,26.168842315673828,0.2700327932834625,0.2789192199707031
,36,,,,,,26972,58.61974334716797,2.6387510299682617,31.257061004638672,35.32389450073242,-0.7197540998458862,0.019562402740120888,27.135522842407227,26.180992126464844,0.2693677246570587,0.2801271080970764,,,,
59.17412567138672,36,2.599119186401367,31.381162643432617,35.42652893066406,-0.7195890545845032,0.019556710496544838,26972,,,,,,,,,,,27.422039031982422,26.310853958129883,0.2705821990966797,0.27858299016952515
,37,,,,,,27701,58.60167694091797,2.706559658050537,31.112762451171875,35.23714065551758,-0.7235719561576843,0.02023395709693432,27.015583038330078,26.101482391357422,0.2717151939868927,0.28250816464424133,,,,
58.62139129638672,37,2.586848497390747,31.26947784423828,35.333763122558594,-0.7215377688407898,0.019810311496257782,27701,,,,,,,,,,,27.246143341064453,26.2391357421875,0.27297690510749817,0.2811908721923828
,38,,,,,,28430,58.86405563354492,2.4419682025909424,31.243209838867188,35.23063659667969,-0.7215715646743774,0.020115261897444725,27.35182762145996,26.422889709472656,0.27169838547706604,0.2815893888473511,,,,
58.488651275634766,38,2.5995805263519287,31.207740783691406,35.29063415527344,-0.723091185092926,0.020049642771482468,28430,,,,,,,,,,,27.209928512573242,26.23984718322754,0.27329981327056885,0.2833130359649658
,39,,,,,,29159,59.37407684326172,2.521846055984497,31.279699325561523,35.30669403076172,-0.7213543057441711,0.02005251683294773,27.555110931396484,26.492307662963867,0.27127784490585327,0.28193575143814087,,,,
58.93157958984375,39,2.5118746757507324,31.209518432617188,35.253807067871094,-0.7239514589309692,0.020244654268026352,29159,,,,,,,,,,,27.469818115234375,26.416053771972656,0.2734689712524414,0.284201443195343
,40,,,,,,29888,58.49271011352539,2.4049792289733887,31.190704345703125,35.170677185058594,-0.721799910068512,0.020001785829663277,27.36495018005371,26.237258911132812,0.2715815007686615,0.2839100658893585,,,,
58.731597900390625,40,2.6107189655303955,31.19403076171875,35.299102783203125,-0.7238563299179077,0.02011343277990818,29888,,,,,,,,,,,27.455875396728516,26.312257766723633,0.274848997592926,0.28509321808815
,41,,,,,,30617,58.38619613647461,2.514709234237671,31.13800811767578,35.18511962890625,-0.7238520383834839,0.020527832210063934,27.17096710205078,26.2279052734375,0.27327272295951843,0.2846828103065491,,,,
58.50870895385742,41,2.507017135620117,31.194231033325195,35.23217010498047,-0.7232498526573181,0.020121145993471146,30617,,,,,,,,,,,27.401906967163086,26.317956924438477,0.27357539534568787,0.28330889344215393
,42,,,,,,31346,59.39157485961914,2.4405360221862793,31.21798324584961,35.20790100097656,-0.7233170866966248,0.020494885742664337,27.35101890563965,26.364566802978516,0.27194201946258545,0.2819853127002716,,,,
58.654605865478516,42,2.4936845302581787,31.096769332885742,35.1518440246582,-0.7258080244064331,0.02046792395412922,31346,,,,,,,,,,,27.004064559936523,26.12078094482422,0.2760791778564453,0.2855663597583771
,43,,,,,,32075,58.53681564331055,2.7306771278381348,31.00528335571289,35.17123031616211,-0.7256717681884766,0.020254788920283318,26.678945541381836,25.79339027404785,0.27421844005584717,0.28591036796569824,,,,
58.74151611328125,43,2.4355690479278564,31.152681350708008,35.16577911376953,-0.7249781489372253,0.020280443131923676,32075,,,,,,,,,,,27.078392028808594,26.16494369506836,0.27471911907196045,0.28435105085372925
,44,,,,,,32804,58.08696365356445,2.6422808170318604,31.02982521057129,35.146148681640625,-0.7247335314750671,0.020179951563477516,26.75054168701172,25.851402282714844,0.27389025688171387,0.2851414978504181,,,,
58.168331146240234,44,2.5195510387420654,31.074851989746094,35.14904022216797,-0.7261067032814026,0.020474156364798546,32804,,,,,,,,,,,26.964242935180664,26.094165802001953,0.2764100134372711,0.28647661209106445
,45,,,,,,33533,57.86129379272461,2.4848062992095947,31.042537689208984,35.09140396118164,-0.7261592745780945,0.02091234363615513,26.84849739074707,26.026954650878906,0.27446478605270386,0.2868247330188751,,,,
58.03211212158203,45,2.534775495529175,31.086679458618164,35.1681022644043,-0.7258390784263611,0.020401079207658768,33533,,,,,,,,,,,26.862733840942383,26.053661346435547,0.27546218037605286,0.28734177350997925
,46,,,,,,34262,57.53913497924805,2.4815614223480225,31.066265106201172,35.094970703125,-0.7242012619972229,0.020366771146655083,26.775054931640625,26.021745681762695,0.27335190773010254,0.2842314839363098,,,,
57.69867706298828,46,2.4516654014587402,31.055402755737305,35.09861373901367,-0.7261881828308105,0.02045723795890808,34262,,,,,,,,,,,26.836835861206055,26.09122085571289,0.27605026960372925,0.2874199450016022
,47,,,,,,34991,57.93159484863281,2.5655064582824707,31.06773567199707,35.156227111816406,-0.7254084944725037,0.020819544792175293,26.84551239013672,26.08108901977539,0.2745562195777893,0.2865924835205078,,,,
57.64936447143555,47,2.4636712074279785,31.03293228149414,35.08274459838867,-0.7263613343238831,0.02050800807774067,34991,,,,,,,,,,,26.750619888305664,26.027185440063477,0.2762311100959778,0.2873629033565521
,48,,,,,,35720,57.072265625,2.4856972694396973,31.097957611083984,35.12431716918945,-0.7237423062324524,0.020603705197572708,27.011066436767578,26.134950637817383,0.2721838355064392,0.28451797366142273,,,,
57.282466888427734,48,2.423159599304199,31.020395278930664,35.05204391479492,-0.7262384295463562,0.020466778427362442,35720,,,,,,,,,,,26.707454681396484,25.952987670898438,0.2763216495513916,0.2876918613910675
,49,,,,,,36449,57.37845230102539,2.4175703525543213,31.005786895751953,35.005428314208984,-0.7252104878425598,0.0204283706843853,26.53667640686035,25.935657501220703,0.2729063928127289,0.28526678681373596,,,,
57.18949508666992,49,2.362139940261841,31.038171768188477,35.03095626831055,-0.7260012030601501,0.02049609087407589,36449,,,,,,,,,,,26.768165588378906,25.99361228942871,0.27592694759368896,0.2864183187484741
,50,,,,,,37178,56.94328689575195,2.399977684020996,30.990049362182617,34.97750473022461,-0.725679874420166,0.020744016394019127,26.616241455078125,25.98625946044922,0.2724607586860657,0.2850281000137329,,,,
57.26686096191406,50,2.564741611480713,31.009334564208984,35.08951950073242,-0.726434588432312,0.020591644570231438,37178,,,,,,,,,,,26.70958709716797,26.08791732788086,0.27454623579978943,0.2850185036659241
,51,,,,,,37907,56.81759262084961,2.495985269546509,30.886585235595703,34.98169708251953,-0.7283856868743896,0.02131369151175022,26.44546127319336,25.653701782226562,0.2775353193283081,0.2918868362903595,,,,
56.89445877075195,51,2.434633255004883,30.921276092529297,34.95905685424805,-0.7278012037277222,0.020700136199593544,37907,,,,,,,,,,,26.484933853149414,25.75487518310547,0.27605757117271423,0.28803709149360657
,52,,,,,,38636,56.92820358276367,2.334420680999756,30.86528205871582,34.865692138671875,-0.7279214859008789,0.02094264328479767,26.275436401367188,25.52936363220215,0.27676936984062195,0.2898707389831543,,,,
56.707881927490234,52,2.5231692790985107,30.84806251525879,34.96354675292969,-0.729493260383606,0.020988332107663155,38636,,,,,,,,,,,26.366668701171875,25.560081481933594,0.27896592020988464,0.29181915521621704
,53,,,,,,39365,56.63196563720703,2.417814254760742,30.780317306518555,34.810447692871094,-0.7297760248184204,0.02124253660440445,26.054121017456055,25.42428207397461,0.27572694420814514,0.2885148227214813,,,,
56.89809036254883,53,2.4871597290039062,30.84663963317871,34.93745040893555,-0.7302071452140808,0.021225884556770325,39365,,,,,,,,,,,26.406217575073242,25.639638900756836,0.27920767664909363,0.2902403771877289
,54,,,,,,40094,56.2846565246582,2.291928768157959,30.803287506103516,34.76678466796875,-0.7293556332588196,0.021275056526064873,26.200515747070312,25.704486846923828,0.27596062421798706,0.2875504791736603,,,,
56.49489212036133,54,2.3880326747894287,30.82456398010254,34.85422134399414,-0.7304340600967407,0.021341955289244652,40094,,,,,,,,,,,26.374784469604492,25.698413848876953,0.2782861590385437,0.2888450026512146
,55,,,,,,40823,56.7639274597168,2.4976260662078857,30.89073371887207,34.9564323425293,-0.7283604741096497,0.021195603534579277,26.425153732299805,25.83228302001953,0.2753203809261322,0.28805235028266907,,,,
56.3332633972168,55,2.4100754261016846,30.82235336303711,34.86226272583008,-0.7297378182411194,0.02094833180308342,40823,,,,,,,,,,,26.35161781311035,25.75916290283203,0.2784014046192169,0.2885717749595642
,56,,,,,,41552,56.614200592041016,2.2798526287078857,30.731101989746094,34.71723937988281,-0.7306652665138245,0.02124096266925335,25.822158813476562,25.275264739990234,0.2784661650657654,0.2907806634902954,,,,
56.529788970947266,56,2.3646700382232666,30.797908782958984,34.831382751464844,-0.7303979992866516,0.021022146567702293,41552,,,,,,,,,,,26.219457626342773,25.581478118896484,0.27940893173217773,0.29081591963768005
,57,,,,,,42281,56.41514205932617,2.2584216594696045,30.77157974243164,34.68882751464844,-0.7306816577911377,0.021614352241158485,26.12801742553711,25.732830047607422,0.2732356786727905,0.28436821699142456,,,,
56.49559783935547,57,2.5245604515075684,30.769060134887695,34.85973358154297,-0.7313870787620544,0.02139989286661148,42281,,,,,,,,,,,26.13538932800293,25.594289779663086,0.2779785692691803,0.28770291805267334
,58,,,,,,43010,56.297950744628906,2.3249850273132324,30.667749404907227,34.690673828125,-0.7336563467979431,0.022170938551425934,26.058517456054688,25.366422653198242,0.2796262204647064,0.2924649715423584,,,,
56.13429260253906,58,2.4658777713775635,30.695114135742188,34.7733154296875,-0.7333362102508545,0.02171434834599495,43010,,,,,,,,,,,26.1204776763916,25.481351852416992,0.279497355222702,0.28955474495887756
,59,,,,,,43739,56.05777359008789,2.277195930480957,30.566347122192383,34.56893539428711,-0.7356835007667542,0.022417498752474785,25.86638641357422,25.256168365478516,0.2793659567832947,0.2934364974498749,,,,
56.1394157409668,59,2.2745301723480225,30.61083984375,34.63591003417969,-0.735840380191803,0.022243497893214226,43739,,,,,,,,,,,26.02487564086914,25.305166244506836,0.28311648964881897,0.2944486439228058
,60,,,,,,44468,55.895668029785156,2.267460346221924,30.569889068603516,34.573551177978516,-0.7357836961746216,0.022505076602101326,25.90542221069336,25.175216674804688,0.27987992763519287,0.2940991222858429,,,,
56.03056716918945,60,2.4129364490509033,30.564533233642578,34.665626525878906,-0.7373764514923096,0.022667190060019493,44468,,,,,,,,,,,26.01443862915039,25.325654983520508,0.2832433581352234,0.2956756055355072
,61,,,,,,45197,55.67987060546875,2.5177853107452393,30.46375846862793,34.60519027709961,-0.7364780306816101,0.022078854963183403,25.5439453125,24.846158981323242,0.28152596950531006,0.29498592019081116,,,,
55.674415588378906,61,2.2809479236602783,30.544645309448242,34.56843566894531,-0.7370015382766724,0.02237108163535595,45197,,,,,,,,,,,25.919384002685547,25.16577911376953,0.28228458762168884,0.29437655210494995
,62,,,,,,45926,56.261409759521484,2.6988346576690674,30.39769744873047,34.660892486572266,-0.7435604333877563,0.024187911301851273,25.692611694335938,25.053850173950195,0.2838881015777588,0.29887402057647705,,,,
55.9132080078125,62,2.422987699508667,30.503938674926758,34.62897872924805,-0.7412863969802856,0.02354467660188675,45926,,,,,,,,,,,25.952373504638672,25.261083602905273,0.2843869626522064,0.2983277142047882
,63,,,,,,46655,55.22590637207031,2.27634334564209,30.41193389892578,34.45909881591797,-0.7387551665306091,0.022748051211237907,25.762521743774414,24.9341983795166,0.2828853726387024,0.29891952872276306,,,,
55.76668167114258,63,2.4124743938446045,30.427955627441406,34.584110260009766,-0.7426218390464783,0.023602640256285667,46655,,,,,,,,,,,25.879087448120117,25.133054733276367,0.28792282938957214,0.30206355452537537
,64,,,,,,47384,54.8109245300293,2.536764144897461,30.39550018310547,34.53298568725586,-0.7361917495727539,0.021806802600622177,25.653244018554688,24.8612003326416,0.279134601354599,0.2946847975254059,,,,
54.998321533203125,64,2.1979503631591797,30.42886734008789,34.42865753173828,-0.7398971319198608,0.02287440188229084,47384,,,,,,,,,,,26.038972854614258,25.20813751220703,0.2826883792877197,0.2974700927734375
,65,,,,,,48113,55.014122009277344,2.2859911918640137,30.420555114746094,34.42975997924805,-0.7373807430267334,0.02231542021036148,25.683740615844727,24.831472396850586,0.2789289057254791,0.29431116580963135,,,,
54.940067291259766,65,2.2615339756011963,30.455238342285156,34.49577331542969,-0.7372634410858154,0.021991532295942307,48113,,,,,,,,,,,25.75040626525879,24.83119010925293,0.2837766408920288,0.29817745089530945
,66,,,,,,48842,54.94572448730469,2.4855597019195557,30.322622299194336,34.44249725341797,-0.7402236461639404,0.022788042202591896,25.225387573242188,24.409883499145508,0.2796005606651306,0.29581403732299805,,,,
54.92285919189453,66,2.492837429046631,30.436677932739258,34.56776809692383,-0.7390651702880859,0.02257475070655346,48842,,,,,,,,,,,25.785634994506836,24.865100860595703,0.281261146068573,0.29566019773483276
,67,,,,,,49571,55.47494125366211,2.223676919937134,30.418716430664062,34.36237716674805,-0.7393766045570374,0.022908654063940048,25.69422721862793,25.048303604125977,0.2754286825656891,0.29093459248542786,,,,
