aux_mom_mmd0_loss,aux_mom_mmd1_loss,dinu_pt_loss,epoch,higgs_mass_loss,huber_loss,loss,neg_r2_loss,nu_mass_loss,step,val_aux_mom_mmd0_loss,val_aux_mom_mmd1_loss,val_dinu_pt_loss,val_higgs_mass_loss,val_huber_loss,val_loss,val_neg_r2_loss,val_nu_mass_loss,val_w0_mass_mae_loss,val_w1_mass_mae_loss,val_w_mass_mmd0_loss,val_w_mass_mmd1_loss,w0_mass_mae_loss,w1_mass_mae_loss,w_mass_mmd0_loss,w_mass_mmd1_loss
,,,22,,,,,,33211,0.068735271692276,0.07195746153593063,13.926755905151367,0.45597678422927856,30.322729110717773,84.5377197265625,-0.7200159430503845,5.6804680070854374e-08,2437.110595703125,2415.349853515625,0.2848248779773712,0.255180299282074,,,,
0.06828569620847702,0.06917446106672287,14.344172477722168,22,0.623224139213562,29.915546417236328,85.72505950927734,-0.7258054614067078,5.4498354273846417e-08,33211,,,,,,,,,,,,,2375.619140625,2377.146728515625,0.2676096558570862,0.26359978318214417
,,,23,,,,,,34655,0.06910885870456696,0.07221831381320953,13.679996490478516,0.5965692400932312,30.33501434326172,85.71582794189453,-0.7200071215629578,5.7522179019997566e-08,2454.9521484375,2426.35498046875,0.2840292453765869,0.2554064691066742,,,,
0.0678698793053627,0.06870081275701523,14.136213302612305,23,0.6053038239479065,29.914762496948242,85.29136657714844,-0.7258067727088928,5.743396513935295e-08,34655,,,,,,,,,,,,,2377.6484375,2380.261474609375,0.26504138112068176,0.26165124773979187
,,,24,,,,,,36099,0.06843126565217972,0.07149150967597961,13.653332710266113,0.5270450711250305,30.331356048583984,84.94178771972656,-0.7200406789779663,5.7804175668252356e-08,2442.6435546875,2436.107421875,0.28494369983673096,0.2500062584877014,,,,
0.06761316955089569,0.06844186037778854,13.985091209411621,24,0.5849096179008484,29.918659210205078,84.89297485351562,-0.7260556221008301,5.8795112778398106e-08,36099,,,,,,,,,,,,,2381.7333984375,2384.6845703125,0.26172176003456116,0.25983715057373047
,,,25,,,,,,37543,0.06802228838205338,0.07132306694984436,13.55486011505127,0.5036274194717407,30.354055404663086,84.60914611816406,-0.7198957800865173,6.047159217814624e-08,2460.149658203125,2426.671875,0.28090816736221313,0.24947823584079742,,,,
0.06741932034492493,0.06819897890090942,13.841282844543457,25,0.5646371245384216,29.91290283203125,84.5213623046875,-0.7259476780891418,6.042036915232529e-08,37543,,,,,,,,,,,,,2382.3203125,2383.599609375,0.26190894842147827,0.25827816128730774
,,,26,,,,,,38987,0.06801534444093704,0.07115662097930908,13.2978515625,0.5065397024154663,30.3477840423584,84.33313751220703,-0.720210611820221,5.7291629218525486e-08,2458.41845703125,2443.106689453125,0.27884307503700256,0.24801619350910187,,,,
0.06726613640785217,0.06805595755577087,13.722172737121582,26,0.5479804873466492,29.917526245117188,84.2137451171875,-0.7261113524436951,6.182822431810564e-08,38987,,,,,,,,,,,,,2386.040283203125,2388.528564453125,0.25963446497917175,0.257421612739563
,,,27,,,,,,40431,0.06838646531105042,0.07141129672527313,13.32730484008789,0.5749863982200623,30.342126846313477,85.04126739501953,-0.720274806022644,6.35613588428896e-08,2455.657470703125,2446.01904296875,0.27471739053726196,0.2526314854621887,,,,
0.06715909391641617,0.06783488392829895,13.605701446533203,27,0.5338841080665588,29.918142318725586,83.9305419921875,-0.7260564565658569,6.370556349111212e-08,40431,,,,,,,,,,,,,2387.233642578125,2388.464111328125,0.25906774401664734,0.2552735209465027
,,,28,,,,,,41875,0.0680418610572815,0.07142716646194458,13.025690078735352,0.5496762990951538,30.34347152709961,84.51473236083984,-0.7202945947647095,6.371150362838307e-08,2457.853515625,2446.7265625,0.28038671612739563,0.24951043725013733,,,,
0.06697635352611542,0.0677867978811264,13.522215843200684,28,0.5180509090423584,29.91646385192871,83.66393280029297,-0.7262622117996216,6.40301109910979e-08,41875,,,,,,,,,,,,,2388.46923828125,2390.72998046875,0.25725194811820984,0.2549394369125366
,,,29,,,,,,43319,0.06795912981033325,0.07091939449310303,13.059932708740234,0.44846776127815247,30.36385726928711,83.50624084472656,-0.7202358841896057,6.301159061194994e-08,2460.58740234375,2449.376708984375,0.2807321548461914,0.24202951788902283,,,,
0.06700253486633301,0.06763839721679688,13.440457344055176,29,0.5020380020141602,29.913400650024414,83.41568756103516,-0.7259957790374756,6.444802380656256e-08,43319,,,,,,,,,,,,,2388.2138671875,2390.6025390625,0.2575153708457947,0.2546427547931671
,,,30,,,,,,44763,0.06801732629537582,0.07099108397960663,13.049394607543945,0.3643668293952942,30.348981857299805,82.62679290771484,-0.7202613353729248,7.027312420859744e-08,2464.586181640625,2445.52490234375,0.28016403317451477,0.24270854890346527,,,,
0.06697843968868256,0.06751104444265366,13.380121231079102,30,0.49273183941841125,29.91604232788086,83.24849700927734,-0.7261250615119934,6.652956585639913e-08,44763,,,,,,,,,,,,,2390.641845703125,2391.485595703125,0.25750547647476196,0.25271591544151306
,,,31,,,,,,46207,0.06722985953092575,0.07051195204257965,13.37831974029541,0.4899158477783203,30.336938858032227,84.19869995117188,-0.7201265096664429,5.7895256588835764e-08,2450.04345703125,2432.6240234375,0.2816576361656189,0.2424984574317932,,,,
0.06680493801832199,0.06745703518390656,13.320528030395508,31,0.47769907116889954,29.91781997680664,83.01314544677734,-0.7263821959495544,6.666257945653342e-08,46207,,,,,,,,,,,,,2391.56689453125,2393.734619140625,0.25493988394737244,0.2523847222328186
,,,32,,,,,,47651,0.06778073310852051,0.07091563940048218,13.120916366577148,0.3915475606918335,30.33566665649414,82.90382385253906,-0.7203013300895691,7.361632725633172e-08,2464.50048828125,2438.545166015625,0.2748381495475769,0.24403595924377441,,,,
0.06678099930286407,0.06743451207876205,13.255212783813477,32,0.4700617492198944,29.919706344604492,82.87208557128906,-0.7264032363891602,6.760235038427709e-08,47651,,,,,,,,,,,,,2393.447998046875,2395.7705078125,0.2558286786079407,0.25118353962898254
,,,33,,,,,,49095,0.06771815568208694,0.07037783414125443,13.016802787780762,0.3122667968273163,30.356691360473633,82.03536224365234,-0.7201863527297974,6.151115883312741e-08,2459.36962890625,2435.9365234375,0.27807751297950745,0.23955808579921722,,,,
0.06671358644962311,0.06733766198158264,13.209527015686035,33,0.4611743986606598,29.915050506591797,82.7172622680664,-0.7261612415313721,6.866268620342453e-08,49095,,,,,,,,,,,,,2391.6484375,2394.86181640625,0.2542032301425934,0.2516844868659973
,,,34,,,,,,50539,0.067959725856781,0.07059848308563232,12.969083786010742,0.4956648349761963,30.34459686279297,83.78240203857422,-0.7204520106315613,6.59443486483724e-08,2468.01953125,2443.271484375,0.27175188064575195,0.24433529376983643,,,,
0.0667523741722107,0.06724199652671814,13.167678833007812,34,0.44800081849098206,29.91753578186035,82.52786254882812,-0.7263468503952026,6.882081748926794e-08,50539,,,,,,,,,,,,,2394.240966796875,2395.62646484375,0.2539411187171936,0.24988505244255066
,,,35,,,,,,51983,0.06797466427087784,0.07079621404409409,12.924193382263184,0.24501614272594452,30.34043312072754,81.2394790649414,-0.7203247547149658,6.685454678745373e-08,2466.972900390625,2434.860595703125,0.2772808074951172,0.24047496914863586,,,,
0.06665702909231186,0.0671270415186882,13.134552001953125,35,0.4401204288005829,29.91724395751953,82.39986419677734,-0.7263566255569458,6.948380359972361e-08,51983,,,,,,,,,,,,,2394.521728515625,2395.096435546875,0.25412043929100037,0.24815426766872406
,,,36,,,,,,53427,0.06781920045614243,0.07085776329040527,12.663900375366211,0.6516769528388977,30.34963607788086,85.03533172607422,-0.7205079793930054,7.047259487080737e-08,2473.999755859375,2456.143310546875,0.27273115515708923,0.24210256338119507,,,,
0.06658929586410522,0.0671691745519638,13.08798599243164,36,0.43201977014541626,29.917160034179688,82.2694320678711,-0.7263792157173157,6.971778532260942e-08,53427,,,,,,,,,,,,,2394.496337890625,2396.505615234375,0.2541295886039734,0.24786564707756042
,,,37,,,,,,54871,0.06777873635292053,0.07063044607639313,12.861547470092773,0.3211198151111603,30.33160972595215,81.9124755859375,-0.7204455733299255,6.892702941740936e-08,2461.5546875,2443.2607421875,0.2767086327075958,0.24025316536426544,,,,
0.06671497970819473,0.06715703010559082,13.05273723602295,37,0.4250894784927368,29.918718338012695,82.14122772216797,-0.7264036536216736,7.043760774649854e-08,54871,,,,,,,,,,,,,2394.770263671875,2396.92822265625,0.25142431259155273,0.24790430068969727
,,,38,,,,,,56315,0.06756840646266937,0.07045193761587143,12.987772941589355,0.43373239040374756,30.346881866455078,83.17527770996094,-0.7201951742172241,6.139374164604305e-08,2460.335205078125,2449.500732421875,0.2730119526386261,0.24201588332653046,,,,
0.06651486456394196,0.06704972684383392,13.015064239501953,38,0.4125272035598755,29.918811798095703,81.96776580810547,-0.7263103127479553,7.075536956335782e-08,56315,,,,,,,,,,,,,2396.029296875,2398.037841796875,0.2505863606929779,0.2476969212293625
,,,39,,,,,,57759,0.06746499240398407,0.07056337594985962,12.831021308898926,0.5626763701438904,30.337488174438477,84.23918914794922,-0.7205824851989746,7.241914090627688e-08,2479.161865234375,2458.287353515625,0.26398757100105286,0.24593105912208557,,,,
0.0664871335029602,0.06693865358829498,12.98853588104248,39,0.4049721658229828,29.918134689331055,81.85838317871094,-0.7264593243598938,7.173373006708061e-08,57759,,,,,,,,,,,,,2397.1279296875,2398.229248046875,0.25133371353149414,0.24633140861988068
,,,40,,,,,,59203,0.06765030324459076,0.07064156979322433,12.921043395996094,0.35945791006088257,30.339906692504883,82.33861541748047,-0.7203612327575684,6.233047145087767e-08,2455.315673828125,2450.108154296875,0.27354952692985535,0.24014641344547272,,,,
0.0665234923362732,0.06695566326379776,12.952696800231934,40,0.4024029076099396,29.917387008666992,81.79580688476562,-0.7263116240501404,7.242044119948332e-08,59203,,,,,,,,,,,,,2397.735595703125,2400.0830078125,0.2502795457839966,0.24742019176483154
,,,41,,,,,,60647,0.06788454204797745,0.07019267231225967,12.852217674255371,0.24281468987464905,30.34331703186035,81.06094360351562,-0.7203407287597656,6.943624697441919e-08,2464.349609375,2445.10595703125,0.26688626408576965,0.24181443452835083,,,,
0.06643631309270859,0.06694480031728745,12.922272682189941,41,0.3928043842315674,29.917346954345703,81.64925384521484,-0.7264710664749146,7.251363598470562e-08,60647,,,,,,,,,,,,,2397.669677734375,2400.561279296875,0.24815107882022858,0.2475554496049881
,,,42,,,,,,62091,0.0676770880818367,0.07052143663167953,12.709951400756836,0.31835809350013733,30.362873077392578,81.67803192138672,-0.7204204201698303,7.253169087562128e-08,2476.48876953125,2457.62451171875,0.26477620005607605,0.24037392437458038,,,,
0.06652138382196426,0.06695082783699036,12.893271446228027,42,0.38655829429626465,29.916423797607422,81.55012512207031,-0.726311206817627,7.301506599333152e-08,62091,,,,,,,,,,,,,2398.44384765625,2400.7509765625,0.24939778447151184,0.24570228159427643
,,,43,,,,,,63535,0.06739182770252228,0.06990380585193634,12.708353996276855,0.28757891058921814,30.342906951904297,81.35834503173828,-0.7205206155776978,6.92284913839103e-08,2468.220703125,2458.97900390625,0.26787877082824707,0.24026744067668915,,,,
0.06648732721805573,0.06682151556015015,12.855974197387695,43,0.38244837522506714,29.916593551635742,81.46324920654297,-0.7265000343322754,7.343399488490832e-08,63535,,,,,,,,,,,,,2398.73095703125,2401.7294921875,0.24796070158481598,0.2462662309408188
,,,44,,,,,,64979,0.06721792370080948,0.06977198272943497,12.626091957092285,0.3787870407104492,30.338747024536133,82.14965057373047,-0.7206963896751404,6.772263816401392e-08,2473.018798828125,2458.382568359375,0.2701275050640106,0.23501507937908173,,,,
0.06650680303573608,0.06690356880426407,12.844901084899902,44,0.3774401843547821,29.9144344329834,81.37786865234375,-0.7264314293861389,7.363392029446914e-08,64979,,,,,,,,,,,,,2399.67431640625,2402.1552734375,0.24748428165912628,0.24475491046905518
,,,45,,,,,,66423,0.0678546279668808,0.07038820534944534,12.716832160949707,0.198251411318779,30.347993850708008,80.47134399414062,-0.7204856276512146,7.099224319517816e-08,2466.62060546875,2441.63818359375,0.2686443328857422,0.2382468581199646,,,,
0.06624864786863327,0.06685275584459305,12.816814422607422,45,0.3694283366203308,29.91120719909668,81.25732421875,-0.7264316082000732,7.428621273675162e-08,66423,,,,,,,,,,,,,2399.797607421875,2402.1376953125,0.246816486120224,0.24482297897338867
