alpha_mmd_loss,angular_phi_mmd_loss,angular_theta_mmd_loss,dmet_loss,epoch,grad_cos/angular_phi_mmd__rest,grad_cos/angular_phi_mmd__total,grad_cos/angular_theta_mmd__rest,grad_cos/angular_theta_mmd__total,grad_cos/higgs_mass__rest,grad_cos/higgs_mass__total,grad_cos/huber__rest,grad_cos/huber__total,grad_cos/mass_mmd__rest,grad_cos/mass_mmd__total,grad_cos/w_mass_huber__rest,grad_cos/w_mass_huber__total,higgs_mass_loss,huber_loss,loss,loss_weight/alpha_mmd,loss_weight/angular_phi_mmd,loss_weight/angular_theta_mmd,loss_weight/dmet,loss_weight/higgs_mass,loss_weight/huber,loss_weight/mass_mmd,loss_weight/w_mass_huber,mass_mmd_loss,step,test_alpha_mmd_loss,test_angular_phi_mmd_loss,test_angular_theta_mmd_loss,test_dmet_loss,test_higgs_mass_loss,test_huber_loss,test_loss,test_mass_mmd_loss,test_w_mass_huber_loss,val_alpha_mmd_loss,val_angular_phi_mmd_loss,val_angular_theta_mmd_loss,val_dmet_loss,val_higgs_mass_loss,val_huber_loss,val_loss,val_mass_mmd_loss,val_w_mass_huber_loss,w_mass_huber_loss
,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10135,,,,,,,,,,,0.06219123303890228,0.06341753900051117,,0.2640337646007538,0.16376033425331116,61.670230865478516,0.22566761076450348,0.06784660369157791,
,0.06223447993397713,0.06179777905344963,,3,0.15822476148605347,0.8705622553825378,0.1545163094997406,0.5306782722473145,-0.1551831066608429,0.13196337223052979,0.15739411115646362,0.3324795961380005,-0.07201690971851349,-0.04430214315652847,0.07614772021770477,0.08932829648256302,0.3692672550678253,0.1681727170944214,63.29633712768555,,,,,,,,,0.2301771193742752,10135,,,,,,,,,,,,,,,,,,,0.07066615670919418
,,,,4,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,12669,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,12669,,,,,,,,,,,0.06336266547441483,0.0633314847946167,,0.2609504163265228,0.15842919051647186,60.835693359375,0.2141340672969818,0.06495685130357742,
,0.061775363981723785,0.06140429526567459,,4,0.08983255177736282,0.9180477857589722,0.093036949634552,0.32537829875946045,0.14489364624023438,0.40089601278305054,-0.1804487407207489,0.0023303180932998657,-0.06949171423912048,-0.047084741294384,0.25767266750335693,0.27127504348754883,0.3470879793167114,0.16135916113853455,61.49778366088867,,,,,,,,,0.22318552434444427,12669,,,,,,,,,,,,,,,,,,,0.06602247804403305
,,,,5,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,15203,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,15203,,,,,,,,,,,0.06224340572953224,0.062382619827985764,,0.24190844595432281,0.1547241359949112,59.4902458190918,0.21277469396591187,0.06350062787532806,
,0.061537329107522964,0.061490971595048904,,5,-0.15357175469398499,0.9564339518547058,-0.08027926832437515,0.129377543926239,-0.028804674744606018,0.1407819241285324,-0.24438443779945374,-0.12338007986545563,-0.13215765357017517,-0.1142788976430893,0.3296371400356293,0.34101444482803345,0.33479440212249756,0.15713873505592346,60.43184280395508,,,,,,,,,0.21636880934238434,15203,,,,,,,,,,,,,,,,,,,0.0633545070886612
,,,,6,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,17737,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,17737,,,,,,,,,,,0.06204128637909889,0.062215812504291534,,0.23086625337600708,0.15278765559196472,58.895118713378906,0.21017663180828094,0.06058139726519585,
,0.06128937378525734,0.0614209920167923,,6,-0.2623571753501892,0.8490234613418579,-0.1949959695339203,0.08993884921073914,-0.2948174476623535,0.18389439582824707,0.013033095747232437,0.18766537308692932,0.07064517587423325,0.09305869787931442,-0.05625550076365471,-0.04216714948415756,0.326039582490921,0.15429559350013733,59.67216110229492,,,,,,,,,0.21164371073246002,17737,,,,,,,,,,,,,,,,,,,0.06175287067890167
,,,,7,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,20271,,,,,,,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,20271,,,,,,,,,,,0.06230975687503815,0.06294643133878708,,0.2402510643005371,0.15003640949726105,58.5382080078125,0.20513515174388885,0.05956939235329628,
,0.06111721321940422,0.06126665323972702,,7,-0.04290912672877312,0.8630191683769226,0.06528103351593018,0.5134240388870239,-0.019756995141506195,0.1903611719608307,-0.38250547647476196,-0.24137669801712036,0.017257917672395706,0.04002518206834793,0.013688252307474613,0.028838451951742172,0.3218592703342438,0.15193866193294525,59.0660514831543,,,,,,,,,0.20727890729904175,20271,,,,,,,,,,,,,,,,,,,0.060524214059114456
,,,,8,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,22805,,,,,,,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,22805,,,,,,,,,,,0.06324700266122818,0.06259171664714813,,0.22033429145812988,0.14785738289356232,58.18828582763672,0.20531024038791656,0.059430647641420364,
,0.06112215667963028,0.061364561319351196,,8,-0.31331270933151245,0.8450863361358643,-0.08556948602199554,0.3155161738395691,-0.09802643954753876,0.22663848102092743,-0.5060291290283203,-0.38941529393196106,0.06337081640958786,0.08488629758358002,-0.046420514583587646,-0.03256814181804657,0.31770846247673035,0.15007513761520386,58.659175872802734,,,,,,,,,0.20623645186424255,22805,,,,,,,,,,,,,,,,,,,0.05981750786304474
,,,,9,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,25339,,,,,,,,,,,,,,,,,,,
,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,25339,,,,,,,,,,,0.06334846466779709,0.06228985637426376,,0.2162824422121048,0.1461104154586792,57.78708267211914,0.20067355036735535,0.05978529155254364,
,0.061044491827487946,0.06122315302491188,,9,0.02003740705549717,0.9595896005630493,-0.06234345585107803,0.1652044653892517,-0.0027248687110841274,0.19387498497962952,0.17060205340385437,0.26827114820480347,-0.057820260524749756,-0.0338120199739933,-0.033805087208747864,-0.022173598408699036,0.3133087456226349,0.14818836748600006,58.18955993652344,,,,,,,,,0.20446109771728516,25339,,,,,,,,,,,,,,,,,,,0.058748528361320496
,,,,10,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,27873,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,27873,,,,,,,,,,,0.06128382310271263,0.06215037405490875,,0.22050975263118744,0.14621540904045105,57.20032501220703,0.20158129930496216,0.058508776128292084,
,0.0609474815428257,0.061145324259996414,,10,0.06665294617414474,0.8837579488754272,-0.03402337431907654,0.31104397773742676,-0.002615582197904587,0.23772011697292328,0.37580621242523193,0.5102218985557556,-0.01241070032119751,0.006822449155151844,0.29219144582748413,0.3041202127933502,0.3149915337562561,0.14658311009407043,57.823787689208984,,,,,,,,,0.20221073925495148,27873,,,,,,,,,,,,,,,,,,,0.05772930383682251
,,,,11,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,30407,,,,,,,,,,,,,,,,,,,
,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,30407,,,,,,,,,,,0.06135862320661545,0.06248864531517029,,0.22136476635932922,0.1446482390165329,56.930763244628906,0.20149637758731842,0.05663011223077774,
,0.060828544199466705,0.06130605936050415,,11,-0.058335524052381516,0.9182455539703369,0.004108350723981857,0.24873541295528412,0.21497322618961334,0.4566178023815155,-0.40932244062423706,-0.2922157049179077,0.055801309645175934,0.08371161669492722,-0.21380949020385742,-0.20277786254882812,0.31711122393608093,0.1450410932302475,57.50770950317383,,,,,,,,,0.2013903558254242,30407,,,,,,,,,,,,,,,,,,,0.05764821544289589
,,,,12,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,32941,,,,,,,,,,,,,,,,,,,
,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,32941,,,,,,,,,,,0.06164338067173958,0.0627770870923996,,0.2246791571378708,0.14204108715057373,56.5281982421875,0.199693500995636,0.05533508583903313,
,0.061012886464595795,0.06110820919275284,,12,-0.26677384972572327,0.901075541973114,-0.18685942888259888,0.14737309515476227,-0.20644539594650269,0.12365399301052094,-0.23990987241268158,-0.09114740788936615,-0.06601465493440628,-0.04185546562075615,0.039948225021362305,0.05156637728214264,0.31016984581947327,0.14333398640155792,57.14226150512695,,,,,,,,,0.20226705074310303,32941,,,,,,,,,,,,,,,,,,,0.05680947005748749
,,,,13,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,35475,,,,,,,,,,,,,,,,,,,
,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,35475,,,,,,,,,,,0.06203597038984299,0.0629485696554184,,0.20847627520561218,0.14176031947135925,56.48515319824219,0.19834567606449127,0.05679138004779816,
,0.060887645930051804,0.06115848198533058,,13,-0.11834172159433365,0.8827746510505676,-0.1499614119529724,0.18406009674072266,0.11002808064222336,0.3359289765357971,0.08672889322042465,0.21816638112068176,-0.13123629987239838,-0.11416596174240112,-0.07930606603622437,-0.06475204229354858,0.3108103275299072,0.14206992089748383,56.8513298034668,,,,,,,,,0.20007213950157166,35475,,,,,,,,,,,,,,,,,,,0.05683524161577225
,,,,14,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,38009,,,,,,,,,,,,,,,,,,,
,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,38009,,,,,,,,,,,0.06184155493974686,0.06190260499715805,,0.21694667637348175,0.13978976011276245,55.97813034057617,0.19675403833389282,0.05581355839967728,
,0.0607336051762104,0.06110277399420738,,14,-0.26352015137672424,0.9361699819564819,-0.1388372927904129,0.10894525051116943,-0.11470839381217957,0.10269425809383392,-0.2406255304813385,-0.15050199627876282,-0.03817903995513916,-0.024657757952809334,-0.10803887248039246,-0.10184504091739655,0.31158435344696045,0.14088089764118195,56.5518798828125,,,,,,,,,0.19881488382816315,38009,,,,,,,,,,,,,,,,,,,0.055851563811302185
,,,,15,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,40543,,,,,,,,,,,,,,,,,,,
,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,40543,,,,,,,,,,,0.06174847483634949,0.06187865883111954,,0.24331052601337433,0.13896295428276062,55.99704360961914,0.19704964756965637,0.05603199079632759,
,0.060872361063957214,0.06094900518655777,,15,0.24437543749809265,0.8996670246124268,0.19166196882724762,0.5266091823577881,0.08180436491966248,0.27550002932548523,0.1440834403038025,0.27641671895980835,0.05573275685310364,0.07451856881380081,0.19252781569957733,0.21015244722366333,0.3092719316482544,0.13966389000415802,56.30070495605469,,,,,,,,,0.19618192315101624,40543,,,,,,,,,,,,,,,,,,,0.05562170594930649
,,,,16,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,43077,,,,,,,,,,,,,,,,,,,
,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,43077,,,,,,,,,,,0.061684995889663696,0.06188160181045532,,0.2136044204235077,0.13742896914482117,55.44150161743164,0.19951415061950684,0.05556609481573105,
,0.06076006591320038,0.06090354919433594,,16,0.07605133950710297,0.929966390132904,0.004650779068470001,0.3178561329841614,-0.0783010944724083,0.11362733691930771,0.04618512839078903,0.20651118457317352,-0.1170850396156311,-0.09878645092248917,0.4036064147949219,0.4158044159412384,0.31234055757522583,0.13858149945735931,56.073646545410156,,,,,,,,,0.1974235326051712,43077,,,,,,,,,,,,,,,,,,,0.0553131140768528
,,,,17,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,45611,,,,,,,,,,,,,,,,,,,
,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,45611,,,,,,,,,,,0.06206345930695534,0.062342073768377304,,0.23920784890651703,0.13665564358234406,55.600494384765625,0.19284339249134064,0.053827978670597076,
,0.06080896034836769,0.06100386008620262,,17,0.22778551280498505,0.971621572971344,0.09677504003047943,0.2702244222164154,0.007373441942036152,0.11013394594192505,0.43653738498687744,0.5113963484764099,-0.024021901190280914,-0.01315828412771225,0.2570823132991791,0.2628442943096161,0.3120291233062744,0.13751593232154846,55.870574951171875,,,,,,,,,0.195875346660614,45611,,,,,,,,,,,,,,,,,,,0.05486191809177399
,,,,18,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,48145,,,,,,,,,,,,,,,,,,,
,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,48145,,,,,,,,,,,0.06148359179496765,0.06158752739429474,,0.2262583076953888,0.13601826131343842,55.120147705078125,0.1902855932712555,0.05511641502380371,
,0.06074651703238487,0.06104966998100281,,18,0.026346750557422638,0.8785057663917542,-0.05550166219472885,0.2615029215812683,-0.04927123710513115,0.375904381275177,-0.24315369129180908,-0.02776220627129078,0.10970793664455414,0.13975930213928223,-0.10728577524423599,-0.08775877952575684,0.30625343322753906,0.1366180181503296,55.61811065673828,,,,,,,,,0.19401098787784576,48145,,,,,,,,,,,,,,,,,,,0.054551515728235245
,,,,19,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,50679,,,,,,,,,,,,,,,,,,,
,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,50679,,,,,,,,,,,0.06202917918562889,0.06156660243868828,,0.23001086711883545,0.1350269466638565,55.07964324951172,0.18636775016784668,0.053690679371356964,
,0.06081665679812431,0.06100664660334587,,19,0.08663621544837952,0.9172183275222778,0.023935936391353607,0.36597537994384766,-0.221544548869133,0.06760352104902267,0.026473233476281166,0.18071496486663818,-0.009349076077342033,0.007225528359413147,0.1251363605260849,0.13768728077411652,0.31225013732910156,0.135706827044487,55.48639678955078,,,,,,,,,0.19099517166614532,50679,,,,,,,,,,,,,,,,,,,0.05464116111397743
,,,,20,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,53213,,,,,,,,,,,,,,,,,,,
,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,53213,,,,,,,,,,,0.062212035059928894,0.06170050427317619,,0.2149031013250351,0.13496321439743042,55.04343795776367,0.1913619339466095,0.05410843342542648,
,0.060890503227710724,0.060939379036426544,,20,-0.1669316291809082,0.8790693283081055,-0.06623074412345886,0.3388686776161194,0.06255248934030533,0.2943325638771057,-0.4034987688064575,-0.20867405831813812,-0.057011861354112625,-0.033499106764793396,-0.20102199912071228,-0.1849147379398346,0.30919647216796875,0.13488587737083435,55.311248779296875,,,,,,,,,0.19130882620811462,53213,,,,,,,,,,,,,,,,,,,0.054283373057842255
,,,,21,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,55747,,,,,,,,,,,,,,,,,,,
,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,55747,,,,,,,,,,,0.06220020726323128,0.06204395741224289,,0.2177075296640396,0.1336253583431244,54.79938888549805,0.18620574474334717,0.053716711699962616,
,0.060821276158094406,0.060948606580495834,,21,0.019617469981312752,0.9119766354560852,0.005242515355348587,0.33835455775260925,-0.030983315780758858,0.22845497727394104,-0.2745775580406189,-0.11828989535570145,-0.06472986936569214,-0.04456625506281853,-0.05011036992073059,-0.03453204780817032,0.3092491924762726,0.1342329978942871,55.149383544921875,,,,,,,,,0.18921595811843872,55747,,,,,,,,,,,,,,,,,,,0.05414298549294472
,,,,22,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,58281,,,,,,,,,,,,,,,,,,,
,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,58281,,,,,,,,,,,0.06124367564916611,0.06185567006468773,,0.203139990568161,0.13299894332885742,54.23738479614258,0.18461176753044128,0.05307683348655701,
,0.06072194501757622,0.06100546568632126,,22,0.03737972676753998,0.8851140141487122,-0.019458910450339317,0.3592432141304016,-0.216910719871521,0.052839383482933044,0.22012946009635925,0.40531566739082336,-0.06543944776058197,-0.04038095101714134,0.2238602191209793,0.23878279328346252,0.3071088194847107,0.13348731398582458,54.958335876464844,,,,,,,,,0.18926148116588593,58281,,,,,,,,,,,,,,,,,,,0.05404912680387497
,,,,23,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,60815,,,,,,,,,,,,,,,,,,,
,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,60815,,,,,,,,,,,0.06243615597486496,0.06180300936102867,,0.21091754734516144,0.13230593502521515,54.550655364990234,0.19053803384304047,0.05383099615573883,
,0.06083260849118233,0.060997843742370605,,23,0.03929932042956352,0.9275781512260437,-0.011519207619130611,0.30073726177215576,-0.10240742564201355,0.12958496809005737,0.02710997313261032,0.1734517514705658,0.021945303305983543,0.04265710338950157,0.17696958780288696,0.18998682498931885,0.3022683560848236,0.13284459710121155,54.80950927734375,,,,,,,,,0.18752337992191315,60815,,,,,,,,,,,,,,,,,,,0.05352611467242241
,,,,24,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,63349,,,,,,,,,,,,,,,,,,,
,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,63349,,,,,,,,,,,0.06215929239988327,0.06199197098612785,,0.2276560664176941,0.13182683289051056,54.48069763183594,0.1819518357515335,0.053731974214315414,
,0.060723040252923965,0.06098169833421707,,24,-0.09214639663696289,0.9009396433830261,-0.004742091055959463,0.3290046453475952,-0.01385059580206871,0.2572149932384491,-0.3046104311943054,-0.13953062891960144,0.03794149309396744,0.0574529729783535,-0.0817045345902443,-0.06916999816894531,0.304664671421051,0.13223713636398315,54.68659591674805,,,,,,,,,0.18984554708003998,63349,,,,,,,,,,,,,,,,,,,0.053757354617118835
,,,,25,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,65883,,,,,,,,,,,,,,,,,,,
,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,65883,,,,,,,,,,,0.06197762116789818,0.061785124242305756,,0.21821612119674683,0.13129742443561554,54.18189239501953,0.17698517441749573,0.05199437215924263,
,0.06084483116865158,0.06096731498837471,,25,0.02829030156135559,0.7848491668701172,0.019897736608982086,0.5249684453010559,0.06838764995336533,0.3787156939506531,-0.04372844099998474,0.08908898383378983,0.10831752419471741,0.12516354024410248,-0.24777013063430786,-0.23979970812797546,0.30601733922958374,0.13162997364997864,54.57211685180664,,,,,,,,,0.18256716430187225,65883,,,,,,,,,,,,,,,,,,,0.053491368889808655
,,,,26,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,68417,,,,,,,,,,,,,,,,,,,
,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,68417,,,,,,,,,,,0.06119418144226074,0.0617305226624012,,0.2167731076478958,0.13101522624492645,53.913089752197266,0.18294084072113037,0.052986472845077515,
,0.060713525861501694,0.060898080468177795,,26,-0.09955969452857971,0.8670086860656738,-0.10358254611492157,0.21181094646453857,0.12575942277908325,0.4099169969558716,-0.16300830245018005,0.05608552694320679,0.0471692755818367,0.07239026576280594,0.01659482717514038,0.029861116781830788,0.3050530254840851,0.13139238953590393,54.45519256591797,,,,,,,,,0.18016007542610168,68417,,,,,,,,,,,,,,,,,,,0.05315832048654556
,,,,27,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,70951,,,,,,,,,,,,,,,,,,,
,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,70951,,,,,,,,,,,0.06121417507529259,0.061551567167043686,,0.22729536890983582,0.13035884499549866,53.83110809326172,0.1770087480545044,0.05365316569805145,
,0.060773566365242004,0.060925040394067764,,27,-0.05486387759447098,0.9288270473480225,0.023863904178142548,0.2128450572490692,0.08846929669380188,0.31589463353157043,-0.09099475294351578,0.025136590003967285,0.08342493325471878,0.09794256836175919,0.1769617795944214,0.18501344323158264,0.30334994196891785,0.13086363673210144,54.357666015625,,,,,,,,,0.17999430000782013,70951,,,,,,,,,,,,,,,,,,,0.05336034670472145
,,,,28,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,73485,,,,,,,,,,,,,,,,,,,
,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,73485,,,,,,,,,,,0.06169236823916435,0.0620575025677681,,0.20292843878269196,0.12954702973365784,53.66706848144531,0.17994827032089233,0.05210522934794426,
,0.060709599405527115,0.06110311672091484,,28,-0.011658658273518085,0.8739092946052551,0.003530829679220915,0.4027929902076721,-0.17674396932125092,0.07017326354980469,0.06706736981868744,0.2518036961555481,0.08528020977973938,0.1036682203412056,0.053799405694007874,0.0691947191953659,0.29930874705314636,0.1304665207862854,54.23973083496094,,,,,,,,,0.18014194071292877,73485,,,,,,,,,,,,,,,,,,,0.05280367285013199
,,,,29,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,76019,,,,,,,,,,,,,,,,,,,
,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,76019,,,,,,,,,,,0.06116332486271858,0.06176094710826874,,0.20875787734985352,0.1306244432926178,53.71345520019531,0.17171697318553925,0.05348370596766472,
,0.06075769290328026,0.06094888970255852,,29,-0.21872326731681824,0.8376026153564453,-0.06691927462816238,0.3299001455307007,-0.03326502442359924,0.2033560872077942,-0.2628379464149475,-0.058673519641160965,0.06005068123340607,0.08300690352916718,0.2667650282382965,0.27958202362060547,0.3037784993648529,0.13022254407405853,54.19917297363281,,,,,,,,,0.17523030936717987,76019,,,,,,,,,,,,,,,,,,,0.05260274559259415
,,,,30,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,78553,,,,,,,,,,,,,,,,,,,
,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,78553,,,,,,,,,,,0.061318572610616684,0.061887577176094055,,0.20918333530426025,0.1295427829027176,53.55862045288086,0.1726960688829422,0.05287816748023033,
,0.060659948736429214,0.06087867543101311,,30,0.044370200484991074,0.9256829023361206,0.1367948353290558,0.363139271736145,-0.14040040969848633,0.11182785779237747,0.024869736284017563,0.23301707208156586,0.014729482121765614,0.03750862926244736,0.2371876835823059,0.24802587926387787,0.2975175678730011,0.12985236942768097,54.0230598449707,,,,,,,,,0.17198877036571503,78553,,,,,,,,,,,,,,,,,,,0.05266822874546051
,,,,31,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,81087,,,,,,,,,,,,,,,,,,,
,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,81087,,,,,,,,,,,0.06247290223836899,0.06167669594287872,,0.1936524212360382,0.12929607927799225,53.673526763916016,0.16620315611362457,0.052459266036748886,
,0.060679007321596146,0.06087193265557289,,31,-0.03416595607995987,0.9190601110458374,0.21416062116622925,0.47998157143592834,-0.17062659561634064,0.10264769941568375,-0.2899755537509918,-0.1151527389883995,-0.14984223246574402,-0.12407584488391876,0.2966127097606659,0.3074614405632019,0.29266929626464844,0.1294192522764206,53.89179992675781,,,,,,,,,0.1704448163509369,81087,,,,,,,,,,,,,,,,,,,0.05235324800014496
,,,,32,,,,,,,,,,,,,,,,0.0,300.0,100.0,0.0,8.0,200.0,5.0,10.0,,83621,,,,,,,,,,,,,,,,,,,
,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,83621,,,,,,,,,,,0.06165151670575142,0.06191295012831688,,0.22269989550113678,0.129123717546463,53.628578186035156,0.1633509397506714,0.05187525227665901,
